time,mc location,mc energy,min energy,max energy,max charge,nb_dead,nb_pack,number_pack
1,"(0.0, 0.0)",500,2.9971777000000026,3.0,-100,0,0,125
2,"(0.0, 0.0)",500,2.9949278600000047,3.0,-100,0,0,122
3,"(0.0, 0.0)",500,2.9928415800000066,3.0,-100,0,0,103
4,"(0.0, 0.0)",500,2.9907553000000084,3.0,-100,0,0,131
5,"(0.0, 0.0)",500,2.988014780000011,3.0,-100,0,0,122
6,"(0.0, 0.0)",500,2.985888500000013,3.0,-100,0,0,109
7,"(0.0, 0.0)",500,2.9834751000000153,3.0,-100,0,0,117
8,"(0.0, 0.0)",500,2.9810617000000175,3.0,-100,0,0,129
9,"(0.0, 0.0)",500,2.9796296600000187,3.0,-100,0,0,104
10,"(0.0, 0.0)",500,2.977216260000021,3.0,-100,0,0,126
11,"(0.0, 0.0)",500,2.975089980000023,3.0,-100,0,0,126
12,"(0.0, 0.0)",500,2.973045480000025,3.0,-100,0,0,113
13,"(0.0, 0.0)",500,2.971000980000027,3.0,-100,0,0,122
14,"(0.0, 0.0)",500,2.968914700000029,3.0,-100,0,0,120
15,"(0.0, 0.0)",500,2.966788420000031,3.0,-100,0,0,117
16,"(0.0, 0.0)",500,2.964620360000033,3.0,-100,0,0,117
17,"(0.0, 0.0)",500,2.9620434000000353,3.0,-100,0,0,132
18,"(0.0, 0.0)",500,2.960162460000037,3.0,-100,0,0,122
19,"(0.0, 0.0)",500,2.9575037200000396,3.0,-100,0,0,136
20,"(0.0, 0.0)",500,2.9551721000000417,3.0,-100,0,0,115
21,"(0.0, 0.0)",500,2.952636920000044,3.0,-100,0,0,130
22,"(0.0, 0.0)",500,2.950468860000046,3.0,-100,0,0,125
23,"(0.0, 0.0)",500,2.9482608000000483,3.0,-100,0,0,118
24,"(0.0, 0.0)",500,2.9460109600000504,3.0,-100,0,0,127
25,"(0.0, 0.0)",500,2.943394000000053,3.0,-100,0,0,128
26,"(0.0, 0.0)",500,2.941185940000055,3.0,-100,0,0,122
27,"(0.0, 0.0)",500,2.939223220000057,3.0,-100,0,0,123
28,"(0.0, 0.0)",500,2.9367698200000594,3.0,-100,0,0,117
29,"(0.0, 0.0)",500,2.9344382000000615,3.0,-100,0,0,121
30,"(0.0, 0.0)",500,2.9325154800000632,3.0,-100,0,0,123
31,"(0.0, 0.0)",500,2.930347420000065,3.0,-100,0,0,124
32,"(0.0, 0.0)",500,2.9278522400000675,3.0,-100,0,0,122
33,"(0.0, 0.0)",500,2.9259295200000692,3.0,-100,0,0,119
34,"(0.0, 0.0)",500,2.923925020000071,3.0,-100,0,0,125
35,"(0.0, 0.0)",500,2.921920520000073,3.0,-100,0,0,104
36,"(0.0, 0.0)",500,2.919425340000075,3.0,-100,0,0,126
37,"(0.0, 0.0)",500,2.917420840000077,3.0,-100,0,0,116
38,"(0.0, 0.0)",500,2.9149674400000793,3.0,-100,0,0,122
39,"(0.0, 0.0)",500,2.9123904800000817,3.0,-100,0,0,123
40,"(0.0, 0.0)",500,2.909855300000084,3.0,-100,0,0,129
41,"(0.0, 0.0)",500,2.907769020000086,3.0,-100,0,0,115
42,"(0.0, 0.0)",500,2.905519180000088,3.0,-100,0,0,116
43,"(0.0, 0.0)",500,2.9029022200000907,3.0,-100,0,0,129
44,"(0.0, 0.0)",500,2.9008577200000927,3.0,-100,0,0,125
45,"(0.0, 0.0)",500,2.898198980000095,3.0,-100,0,0,125
46,"(0.0, 0.0)",500,2.896236260000097,3.0,-100,0,0,110
47,"(0.0, 0.0)",500,2.894355320000099,3.0,-100,0,0,112
48,"(0.0, 0.0)",500,2.892023700000101,3.0,-100,0,0,123
49,"(0.0, 0.0)",500,2.8895285200001033,3.0,-100,0,0,129
50,"(0.0, 0.0)",500,2.8872786800001053,3.0,-100,0,0,124
51,"(0.0, 0.0)",500,2.8849888400001076,3.0,-100,0,0,127
52,"(0.0, 0.0)",500,2.8829443400001096,3.0,-100,0,0,119
53,"(0.0, 0.0)",500,2.8807762800001115,3.0,-100,0,0,132
