time,mc location,mc energy,min energy,max energy,max charge,nb_dead,nb_pack,number_pack
1,"(0.0, 0.0)",500,9.996935304000019,10.0,-100,0,0,102
2,"(0.0, 0.0)",500,9.994298240000035,10.0,-100,0,0,95
3,"(0.0, 0.0)",500,9.991518632000052,10.0,-100,0,0,94
4,"(0.0, 0.0)",500,9.98852520800007,10.0,-100,0,0,104
5,"(0.0, 0.0)",500,9.98517542400009,10.0,-100,0,0,97
6,"(0.0, 0.0)",500,9.982467088000107,10.0,-100,0,0,100
7,"(0.0, 0.0)",500,9.979616208000124,10.0,-100,0,0,99
8,"(0.0, 0.0)",500,9.977192960000139,10.0,-100,0,0,84
9,"(0.0, 0.0)",500,9.974555896000155,10.0,-100,0,0,107
10,"(0.0, 0.0)",500,9.971491200000173,10.0,-100,0,0,94
11,"(0.0, 0.0)",500,9.968070144000194,10.0,-100,0,0,108
12,"(0.0, 0.0)",500,9.96543308000021,10.0,-100,0,0,96
13,"(0.0, 0.0)",500,9.962724744000226,10.0,-100,0,0,99
14,"(0.0, 0.0)",500,9.959517504000246,10.0,-100,0,0,100
15,"(0.0, 0.0)",500,9.956524080000264,10.0,-100,0,0,101
16,"(0.0, 0.0)",500,9.953174296000284,10.0,-100,0,0,104
17,"(0.0, 0.0)",500,9.950323416000302,10.0,-100,0,0,108
18,"(0.0, 0.0)",500,9.94725872000032,10.0,-100,0,0,104
19,"(0.0, 0.0)",500,9.94398020800034,10.0,-100,0,0,96
20,"(0.0, 0.0)",500,9.941129328000358,10.0,-100,0,0,106
21,"(0.0, 0.0)",500,9.938207176000375,10.0,-100,0,0,106
22,"(0.0, 0.0)",500,9.934999936000395,10.0,-100,0,0,102
23,"(0.0, 0.0)",500,9.932362872000411,10.0,-100,0,0,99
24,"(0.0, 0.0)",500,9.929797080000426,10.0,-100,0,0,96
25,"(0.0, 0.0)",500,9.927302560000442,10.0,-100,0,0,97
26,"(0.0, 0.0)",500,9.924808040000457,10.0,-100,0,0,103
27,"(0.0, 0.0)",500,9.922170976000473,10.0,-100,0,0,96
28,"(0.0, 0.0)",500,9.919533912000489,10.0,-100,0,0,92
29,"(0.0, 0.0)",500,9.916540488000507,10.0,-100,0,0,102
30,"(0.0, 0.0)",500,9.913760880000524,10.0,-100,0,0,100
31,"(0.0, 0.0)",500,9.910767456000542,10.0,-100,0,0,91
32,"(0.0, 0.0)",500,9.907631488000561,10.0,-100,0,0,104
33,"(0.0, 0.0)",500,9.904210432000582,10.0,-100,0,0,105
34,"(0.0, 0.0)",500,9.9013595520006,10.0,-100,0,0,101
35,"(0.0, 0.0)",500,9.898508672000617,10.0,-100,0,0,96
36,"(0.0, 0.0)",500,9.895942880000632,10.0,-100,0,0,100
37,"(0.0, 0.0)",500,9.892450552000653,10.0,-100,0,0,113
38,"(0.0, 0.0)",500,9.889884760000669,10.0,-100,0,0,105
39,"(0.0, 0.0)",500,9.886891336000687,10.0,-100,0,0,103
40,"(0.0, 0.0)",500,9.88318519200071,10.0,-100,0,0,109
41,"(0.0, 0.0)",500,9.880120496000728,10.0,-100,0,0,112
42,"(0.0, 0.0)",500,9.877340888000745,10.0,-100,0,0,106
43,"(0.0, 0.0)",500,9.874632552000762,10.0,-100,0,0,93
44,"(0.0, 0.0)",500,9.871852944000779,10.0,-100,0,0,101
45,"(0.0, 0.0)",500,9.868645704000798,10.0,-100,0,0,118
46,"(0.0, 0.0)",500,9.865438464000817,10.0,-100,0,0,104
47,"(0.0, 0.0)",500,9.862658856000834,10.0,-100,0,0,96
