time,nb dead,nb package,min E,max E
1,0,0,9.997604376000018,10
2,0,0,9.994993844000037,10
3,0,0,9.992773128000053,10
4,0,0,9.990838956000067,10
5,0,0,9.988658240000083,10
6,0,0,9.986190980000101,10
7,0,0,9.984185172000116,10
8,0,0,9.981821184000133,10
9,0,0,9.979282288000151,10
10,0,0,9.976846664000169,10
11,0,0,9.974594312000185,10
12,0,0,9.972127052000204,10
13,0,0,9.96990633600022,10
14,0,0,9.967542348000237,10
15,0,0,9.964963452000255,9.999973176
16,0,0,9.962312920000274,9.999973176
17,0,0,9.96016384000029,9.999970128
18,0,0,9.958372940000302,9.999959692
19,0,0,9.956080588000319,9.999959692
20,0,0,9.954114780000333,9.999959692
21,0,0,9.951607520000351,9.999946351999998
22,0,0,9.949355168000368,9.999919527999998
23,0,0,9.947420996000382,9.999919383999998
24,0,0,9.945455188000397,9.999918015999999
25,0,0,9.942947928000414,9.999918015999999
26,0,0,9.94072721200043,9.999892703999997
27,0,0,9.938506496000446,9.999892703999997
28,0,0,9.935426148000468,9.999892703999997
29,0,0,9.932775616000487,9.999892703999997
30,0,0,9.930769808000502,9.999889007999997
31,0,0,9.928405820000519,9.999861259999996
32,0,0,9.926614920000532,9.999861259999996
33,0,0,9.924434204000548,9.999833511999995
34,0,0,9.920749132000575,9.999833511999995
35,0,0,9.91860005200059,9.999833511999995
36,0,0,9.91587788400061,9.999823528
37,0,0,9.913298988000628,9.999823528
38,0,0,9.911006636000645,9.999823528
39,0,0,9.909144100000658,9.999823528
40,0,0,9.906963384000674,9.999805763999994
41,0,0,9.904885940000689,9.999805763999994
42,0,0,9.902235408000708,9.999797560000001
43,0,0,9.899871420000725,9.999797560000001
44,0,0,9.897507432000742,9.999777316000001
45,0,0,9.895469988000757,9.999758583999993
46,0,0,9.893535816000771,9.999758583999993
47,0,0,9.891355100000787,9.999757072000001
48,0,0,9.889062748000804,9.999757072000001
49,0,0,9.887025304000819,9.999757072000001
50,0,0,9.885162768000832,9.999757072000001
51,0,0,9.882480600000852,9.999757072000001
52,0,0,9.880116612000869,9.999757072000001
53,0,0,9.878110804000883,9.999736828000001
54,0,0,9.875890088000899,9.999731151999994
55,0,0,9.873239556000918,9.999731151999994
56,0,0,9.870803932000936,9.999731151999994
57,0,0,9.868439944000952,9.999731151999994
58,0,0,9.866330864000968,9.999701279999993
59,0,0,9.863895240000986,9.999701279999993
60,0,0,9.861244708001005,9.999701279999993
61,0,0,9.85902399200102,9.999701279999993
62,0,0,9.857089820001034,9.999701279999993
63,0,0,9.855084012001049,9.999701279999993
64,0,0,9.853149840001063,9.999701279999993
65,0,0,9.851000760001078,9.999701279999993
66,0,0,9.848851680001093,9.999676096000002
67,0,0,9.846456056001111,9.999671407999992
68,0,0,9.844092068001128,9.999671407999992
69,0,0,9.84115499200115,9.999671407999992
70,0,0,9.83840118800117,9.999655852000002
71,0,0,9.835679020001189,9.999655852000002
72,0,0,9.833426668001206,9.999655852000002
73,0,0,9.831245952001222,9.999655852000002
74,0,0,9.82870705600124,9.999655852000002
75,0,0,9.825881616001261,9.999655852000002
76,0,0,9.823589264001278,9.999635608000002
77,0,0,9.82198163600129,9.999635608000002
78,0,0,9.819546012001307,9.999635608000002
79,0,0,9.81768347600132,9.999635608000002
80,0,0,9.815176216001339,9.999635608000002
81,0,0,9.812454048001358,9.999635608000002
82,0,0,9.80955697200138,9.999615364000002
83,0,0,9.807519528001395,9.999615364000002
84,0,0,9.805911900001407,9.99961166399999
85,0,0,9.803444640001425,9.999595120000002
86,0,0,9.801868648001436,9.99958179199999
87,0,0,9.799576296001453,9.99958179199999
88,0,0,9.797897032001465,9.99958179199999
89,0,0,9.795604680001482,9.99955191999999
90,0,0,9.793352328001498,9.999522047999989
91,0,0,9.791458156001513,9.999493900000003
92,0,0,9.78902253200153,9.999493900000003
93,0,0,9.786873452001545,9.999493900000003
94,0,0,9.78486764400156,9.999493900000003
95,0,0,9.781930568001581,9.999492175999988
96,0,0,9.779996396001595,9.999473656000003
97,0,0,9.77791895200161,9.999473656000003
98,0,0,9.776056416001623,9.999473656000003
99,0,0,9.77369242800164,9.999462303999987
100,0,0,9.771511712001656,9.999462303999987
101,0,0,9.769832448001669,9.999462303999987
102,0,0,9.767898276001683,9.999433168000003
103,0,0,9.7654626520017,9.999433168000003
104,0,0,9.763528480001714,9.999433168000003
105,0,0,9.761092856001731,9.999433168000003
106,0,0,9.759270320001745,9.999433168000003
107,0,0,9.757407784001758,9.999433168000003
108,0,0,9.755330340001773,9.999433168000003
109,0,0,9.753292896001788,9.999412924000003
110,0,0,9.750785636001806,9.999412924000003
111,0,0,9.74889146400182,9.999392680000003
112,0,0,9.747100564001833,9.999392680000003
113,0,0,9.744235124001854,9.999392680000003
114,0,0,9.741584592001873,9.999372436000003
115,0,0,9.738830788001893,9.999372436000003
116,0,0,9.736896616001907,9.999372436000003
117,0,0,9.734859172001922,9.999372436000003
118,0,0,9.732781728001937,9.999352192000003
119,0,0,9.729844652001958,9.999352192000003
120,0,0,9.727695572001974,9.999331948000004
121,0,0,9.725085040001993,9.999311704000004
122,0,0,9.723222504002006,9.999291460000004
123,0,0,9.720930152002023,9.999291460000004
124,0,0,9.71867780000204,9.999291460000004
125,0,0,9.716600356002054,9.999271216000004
126,0,0,9.714276368002071,9.999271216000004
127,0,0,9.712127288002087,9.999271216000004
128,0,0,9.709763300002104,9.999271216000004
129,0,0,9.70758258400212,9.999271216000004
130,0,0,9.705505140002135,9.999271216000004
131,0,0,9.70342769600215,9.999250972000004
132,0,0,9.700418984002171,9.999250972000004
133,0,0,9.698198268002187,9.999230728000004
134,0,0,9.6963357320022,9.999230728000004
135,0,0,9.694401560002214,9.999230728000004
136,0,0,9.69218084400223,9.999210484000004
137,0,0,9.689673584002248,9.999210484000004
138,0,0,9.687166324002266,9.999190240000004
139,0,0,9.684945608002282,9.999190240000004
140,0,0,9.6824383480023,9.999169996000004
141,0,0,9.680504176002314,9.999149752000005
142,0,0,9.67825182400233,9.999149752000005
143,0,0,9.676214380002346,9.999129508000005
144,0,0,9.674105300002362,9.999109264000005
145,0,0,9.671924584002378,9.999109264000005
146,0,0,9.669274052002397,9.999089020000005
147,0,0,9.667196608002412,9.999089020000005
148,0,0,9.66461771200243,9.999068776000005
149,0,0,9.662436996002446,9.999068776000005
150,0,0,9.660287916002462,9.999048532000005
151,0,0,9.658353744002476,9.999028288000005
152,0,0,9.656634480002488,9.999028288000005
153,0,0,9.654413764002504,9.999022975999992
154,0,0,9.652407956002518,9.999022975999992
155,0,0,9.650115604002535,9.999022975999992
156,0,0,9.64793488800255,9.999022975999992
157,0,0,9.64539599200257,9.999022975999992
158,0,0,9.643533456002583,9.998992443999992
159,0,0,9.641670920002596,9.998992443999992
160,0,0,9.639633476002611,9.998992443999992
161,0,0,9.637627668002626,9.998967556000006
162,0,0,9.635263680002643,9.998967556000006
163,0,0,9.63282805600266,9.998967556000006
164,0,0,9.630392432002678,9.998967556000006
165,0,0,9.628171716002694,9.998947312000006
166,0,0,9.626094272002709,9.998947312000006
167,0,0,9.623945192002724,9.998927068000006
168,0,0,9.62176447600274,9.998906824000006
169,0,0,9.619400488002757,9.998906824000006
170,0,0,9.61760958800277,9.998906824000006
171,0,0,9.616145232002781,9.998886580000006
172,0,0,9.614036152002797,9.998886580000006
173,0,0,9.611958708002811,9.998886580000006
174,0,0,9.609737992002827,9.998886580000006
175,0,0,9.607485640002844,9.998886580000006
176,0,0,9.604978380002862,9.998866336000006
177,0,0,9.602224576002882,9.998866336000006
178,0,0,9.600218768002897,9.998866336000006
179,0,0,9.59842786800291,9.998866336000006
180,0,0,9.596708604002922,9.998866336000006
181,0,0,9.594527888002938,9.998846092000006
182,0,0,9.592522080002952,9.998846092000006
183,0,0,9.589943184002971,9.998846092000006
184,0,0,9.587650832002987,9.998846092000006
185,0,0,9.585143572003005,9.998825848000006
186,0,0,9.58317776400302,9.998825848000006
187,0,0,9.581530136003032,9.998805604000006
188,0,0,9.579166148003049,9.998805604000006
189,0,0,9.577088704003064,9.998785360000007
190,0,0,9.574939624003079,9.998765116000007
191,0,0,9.572718908003095,9.998744872000007
192,0,0,9.57071310000311,9.998725359999982
193,0,0,9.56920874400312,9.998725359999982
194,0,0,9.566956392003137,9.998725359999982
195,0,0,9.564520768003154,9.998711999999983
196,0,0,9.56244332400317,9.998711999999983
197,0,0,9.560294244003185,9.998711999999983
198,0,0,9.557826984003203,9.998711999999983
199,0,0,9.555717904003219,9.998711999999983
200,0,0,9.553425552003235,9.998711999999983
201,0,0,9.551634652003248,9.998683999999983
202,0,0,9.549883752003261,9.998683999999983
203,0,0,9.547806308003276,9.998663896000007
204,0,0,9.545370684003293,9.998663896000007
205,0,0,9.543261604003309,9.998643652000007
206,0,0,9.541040888003325,9.998643652000007
207,0,0,9.538605264003342,9.998623408000007
208,0,0,9.536599456003357,9.998623408000007
209,0,0,9.53466528400337,9.998603164000007
210,0,0,9.533089292003382,9.998603164000007
211,0,0,9.530765304003399,9.998603164000007
212,0,0,9.52779659200342,9.998603164000007
213,0,0,9.524644608003443,9.998603164000007
214,0,0,9.523036980003456,9.998582920000008
215,0,0,9.520314812003475,9.998582920000008
216,0,0,9.517847552003493,9.998562676000008
217,0,0,9.515698472003509,9.998562676000008
218,0,0,9.513661028003524,9.998562676000008
219,0,0,9.511265404003542,9.998562676000008
220,0,0,9.508543236003561,9.998562676000008
221,0,0,9.50600434000358,9.998562676000008
